,bedroom,bathrooms,area,furnishing,avalable_for,address,floor_number,facing,floor_type,gate_community,corner_pro,parking,wheelchairadption,petfacility,aggDur,noticeDur,lightbill,powerbackup,propertyage,no_room,pooja_room,study_room,others,servant_room,store_room,maintenance_amt,brok_amt,deposit_amt,mnt_amt,rent
3808,1,1,500.0,Semifurnished,"Family , Bachelors (Women Only)","Indraprasth Puram, Gadital, , Pune, Maharashtra",3,East,Mosaic,Yes,No,0,None,None,11,1,0,0,10+ Year Old,1,0,0,0,0,0,0,0,30000,0.0,7277.0
3809,2,1,850.0,Unfurnished,All,"Saidham Society, Dhanori, , Pune, Maharashtra",1,No Direction,Ceramic,Yes,No,1,Yes,Yes,0,1,0,0,10+ Year Old,1,0,0,0,0,0,0,0,2,0.0,10967.0
3810,2,2,0.0,Unfurnished,Family Only,"Shivkrupa nivas, Wakad, , Pune, Maharashtra",0,South-West,Not provided,No,No,0,None,None,0,0,0,0,5 to 10 Year Old,1,0,0,0,0,0,0,0,40000,0.0,14952.0
3811,1,1,600.0,Semifurnished,All,"Wadeshwar Nagar, Wadgaonsheri, , Pune, Maharashtra",1,East,Vitrified,Yes,Yes,1,None,Yes,24,1,0,0,1 to 5 Year Old,1,0,0,0,0,0,0,0,20000,0.0,6635.0
3812,2,2,965.0,Furnished,All,"Sancheti Mount n Glory, Tulaja Bhawani Nagar, , Pune, Maharashtra",8,North-East,Vitrified,Yes,No,1,None,None,0,1,0,2,5 to 10 Year Old,0,0,0,1,0,0,0,1,3,0.0,24621.0
3813,3,4,2450.0,Semifurnished,All,"10 Luxe, Kalyani Nagar, , Pune, Maharashtra",7,East,Marble,Yes,No,2,Yes,Yes,22,2,0,1,1 to 5 Year Old,0,0,0,0,1,0,Maintenance 5000/ ((one time fee,100000,400000,5000.0,55058.0
3814,3,3,0.0,Semifurnished,All,"Vishal Skyscraper, Wakad, , Pune, Maharashtra",8,No Direction,Not provided,No,No,1,None,None,0,0,0,1,0 to 1 Year Old,1,0,0,0,0,0,0,0,75000,0.0,29415.0
3815,2,2,1066.0,Semifurnished,Family Only,"Pudumjee Greens, Chinchwad, , Pune, Maharashtra",1,West,Vitrified,Yes,No,1,None,None,0,0,0,2,1 to 5 Year Old,0,0,0,1,0,0,0,21000,65000,0.0,19100.0
3816,2,2,1000.0,Semifurnished,Family Only,"Rohan Mithila, Mhada Colony, , Pune, Maharashtra",3,East,Wood,Yes,No,0,None,None,11,1,0,2,10+ Year Old,0,0,0,1,0,0,0,29000,3,0.0,26107.0
3817,2,2,870.0,Semifurnished,All,"On request, Hinjewadi, , Pune, Maharashtra",6,West,Vitrified,Yes,No,1,None,None,11,1,0,1,1 to 5 Year Old,0,0,0,1,0,0,0,20000,50000,0.0,17597.0
3818,2,2,960.0,Semifurnished,"Family , Bachelors (Women Only)","Atharv Apartment, Chandralok Nagari, , Pune, Maharashtra",2,North-East,Vitrified,No,No,1,None,None,0,0,0,0,5 to 10 Year Old,1,0,0,0,0,0,Maintenance 1/ (/ month,0,70000,1.0,25723.0
3819,1,1,0.0,Unfurnished,All,"House Name-Laxmi Nivas, Rajashree Colony , Lane No-2, Wadgaon Sheri, Pune-411014, , Pune, Maharashtra",0,No Direction,Not provided,No,No,1,None,None,0,0,0,0,1 to 5 Year Old,1,0,0,0,0,0,0,0,25000,0.0,7145.0
3820,1,1,435.0,Semifurnished,All,"kavita apartment, Viman Nagar, , Pune, Maharashtra",0,North,Mosaic,Yes,No,1,None,None,11,1,0,0,10+ Year Old,1,0,0,0,0,0,0,0,25000,0.0,10734.0
3821,2,2,850.0,Semifurnished,Family Only,"Balaji Hastipuram, Bibwewadi, , Pune, Maharashtra",1,West,Not provided,Yes,No,1,None,None,11,0,0,0,5 to 10 Year Old,1,0,0,0,0,0,0,0,50000,0.0,18915.0
3822,3,3,0.0,Semifurnished,"Family , Bachelors (Women Only)","Rama Air Castles, Marunji, , Pune, Maharashtra",6,No Direction,Not provided,Yes,No,0,None,None,0,0,1,0,1 to 5 Year Old,1,0,0,0,0,0,0,0,50000,0.0,16471.0
3823,2,2,900.0,Furnished,Family Only,"Sunshree Woods, NIBM, , Pune, Maharashtra",1,No Direction,Not provided,No,No,0,None,None,0,1,1,0,5 to 10 Year Old,1,0,0,0,0,0,0,0,50000,0.0,25461.0
3824,1,1,480.0,Semifurnished,"Family , Bachelors (Women Only)","Rajas Society, Katraj, , Pune, Maharashtra",3,East,Ceramic,Yes,No,1,None,None,0,1,0,2,1 to 5 Year Old,1,0,0,0,0,0,0,11000,30000,0.0,7939.0
3825,2,2,950.0,Unfurnished,Family Only,"Balaji Residency, Pimpri Chinchwad, , Pune, Maharashtra",2,West,Not provided,Yes,No,1,None,None,0,1,0,0,5 to 10 Year Old,1,0,0,0,0,0,0,0,30000,0.0,14952.0
3826,3,3,1350.0,Furnished,Family Only,"Nyati Enclave, Mohamadwadi, , Pune, Maharashtra",7,North-West,Marble,Yes,Yes,1,Yes,None,11,1,0,0,5 to 10 Year Old,1,0,0,0,0,0,0,32000,75000,0.0,60805.0
3827,1,1,0.0,Semifurnished,All,"Undri, , Pune, Maharashtra",2,No Direction,Not provided,No,No,1,None,None,0,0,0,0,5 to 10 Year Old,1,0,0,0,0,0,0,0,20000,0.0,5292.0
3828,3,3,1400.0,Unfurnished,All,"Beverly Hills Residences, Lullanagar, , Pune, Maharashtra",3,East,Vitrified,Yes,No,1,Yes,Yes,11,1,0,2,5 to 10 Year Old,0,0,0,0,0,1,Maintenance 1200/ (/ month,45000,3,1200.0,50415.0
3829,3,3,1300.0,Semifurnished,Family Only,"Mont Vert Seville, Shankar Kalat Nagar, , Pune, Maharashtra",1,North-West,Vitrified,Yes,No,2,None,None,2,1,0,1,5 to 10 Year Old,1,0,0,0,0,0,Maintenance 2000/ (/ month,0,60000,2000.0,29545.0
3830,2,2,0.0,Unfurnished,All,"Dreams Elina, Satav Nagar, , Pune, Maharashtra",5,South-West,Not provided,No,No,0,None,None,0,0,1,0,0 to 1 Year Old,1,0,0,0,0,0,0,0,50000,0.0,8915.0
3831,2,2,800.0,Semifurnished,All,"Goodwill Nirmiti, Lohegaon, , Pune, Maharashtra",6,North-East,Vitrified,Yes,No,1,Yes,None,11,1,0,0,1 to 5 Year Old,1,0,0,0,0,0,0,18000,50000,0.0,19873.0
3832,2,2,900.0,Furnished,All,"11 house, Baner, , Pune, Maharashtra",3,No Direction,Not provided,No,No,0,None,None,0,0,1,0,1 to 5 Year Old,1,0,0,0,0,0,0,0,0,0.0,25461.0
3833,3,2,950.0,Unfurnished,All,"Duville Riverdale Heights, Kharadi, , Pune, Maharashtra",1,East,Vitrified,Yes,No,1,None,Yes,11,1,0,1,0 to 1 Year Old,0,1,1,0,0,1,Maintenance 2000/ (/ month,27000,90000,2000.0,45496.0
3834,2,2,729.0,Semifurnished,None,"Equilife Homes, Balewadi, , Pune, Maharashtra",7,No Direction,Spartex,Yes,Yes,1,None,Yes,24,1,1,1,0 to 1 Year Old,1,0,0,0,0,0,0,0,50000,0.0,19660.0
3835,2,2,0.0,Furnished,All,"Sukhwani Empire Estate, Pimpri Chinchwad, , Pune, Maharashtra",4,No Direction,Not provided,Yes,No,0,None,None,0,0,0,0,10+ Year Old,1,0,0,0,0,0,0,0,50000,0.0,21617.0
3836,2,2,1000.0,Furnished,Bachelors (Men Only),"Tulasi, ELPRO Industries Ltd, , Pune, Maharashtra",4,East,Concrete,No,No,0,None,None,11,1,0,0,1 to 5 Year Old,1,0,0,0,0,0,Maintenance 5500/ (/ month,0,10000,5500.0,7323.0
3837,1,1,37.47,Unfurnished,Family Only,"Hirani Siddhivinayak Dream Homes, Khed, , Pune, Maharashtra",4,No Direction,Not provided,No,No,0,None,None,0,0,0,0,5 to 10 Year Old,1,0,0,0,0,0,0,0,2,0.0,2975.0
3838,1,1,500.0,Unfurnished,Family Only,"Unecha Sai Galaxy, Wagholi, , Pune, Maharashtra",3,North,Ceramic,Yes,No,1,None,None,11,1,0,1,5 to 10 Year Old,1,0,0,0,0,0,0,0,25000,0.0,5226.0
3839,2,2,0.0,Semifurnished,All,"Vishal shrushti, Hanuman Nagar, , Pune, Maharashtra",6,No Direction,Not provided,No,No,0,None,None,0,0,0,0,5 to 10 Year Old,1,0,0,0,0,0,0,0,50000,0.0,17115.0
3840,1,1,500.0,Semifurnished,All,"Lunkad Daffodils, Viman Nagar, , Pune, Maharashtra",3,No Direction,Not provided,No,No,0,None,None,11,1,0,0,10+ Year Old,1,0,0,0,0,0,0,0,40000,0.0,13088.0
3841,3,3,1580.0,Furnished,All,"Tata Housing Blue Hills, Yerwada, , Pune, Maharashtra",2,East,Vitrified,Yes,No,1,Yes,Yes,11,1,0,2,5 to 10 Year Old,0,1,0,0,1,0,0,65000,300000,0.0,138194.0
3842,1,1,0.0,Semifurnished,Family Only,"Dharmavat Sunder Sahawas Phase 1, Anand Nagar, , Pune, Maharashtra",5,East,Vitrified,Yes,No,1,Yes,Yes,0,0,0,2,5 to 10 Year Old,0,1,1,1,1,0,0,15000,40000,0.0,13966.0
3843,2,2,750.0,Semifurnished,All,"Amanora Neo Towers, Amanoara Town Ship, , Pune, Maharashtra",1,East,Vitrified,Yes,Yes,1,Yes,Yes,11,1,0,2,1 to 5 Year Old,0,0,0,0,0,1,Maintenance 100/ ((one time fee,24000,3,100.0,27988.0
3844,3,3,1309.0,Unfurnished,All,"Kalpataru Estate, Pimple Gurav, , Pune, Maharashtra",7,No Direction,Not provided,Yes,No,1,None,None,0,0,0,2,1 to 5 Year Old,1,0,0,0,0,0,0,0,3,0.0,30709.0
3845,2,2,0.0,Unfurnished,All,"Dhanori, , Pune, Maharashtra",0,No Direction,Not provided,No,No,1,None,None,0,0,1,0,1 to 5 Year Old,1,0,0,0,0,0,0,0,0,0.0,10086.0
3846,4,3,1600.0,Semifurnished,All,"Teerth Aarohi, Parkhe Vasti, , Pune, Maharashtra",0,East,Ceramic,Yes,No,1,None,Yes,11,1,0,1,5 to 10 Year Old,0,1,0,0,0,0,0,0,4,0.0,46386.0
3847,1,1,0.0,Unfurnished,All,"Parvati Height , Nanded City, , Pune, Maharashtra",4,No Direction,Not provided,No,No,0,None,None,0,0,0,0,5 to 10 Year Old,1,0,0,0,0,0,Maintenance 500/ (/ month,0,20000,500.0,4430.0
3848,1,1,650.0,Unfurnished,Family Only,"Swami kunj , Lohegaon-dhanori road, , Pune, Maharashtra",3,East,Vitrified,Yes,No,1,None,None,11,1,0,0,1 to 5 Year Old,1,0,0,0,0,0,0,0,15000,0.0,5690.0
3849,2,2,1000.0,Semifurnished,All,"Amanora Future Towers, Amanora town ship, , Pune, Maharashtra",1,East,Vitrified,Yes,Yes,1,Yes,Yes,11,1,0,2,5 to 10 Year Old,0,1,0,0,0,0,Maintenance 100/ ((one time fee,25000,3,100.0,30472.0
3850,3,3,1421.0,Furnished,Family Only,"Paranjape Sky One, Model Colony, , Pune, Maharashtra",2,East,Marble,Yes,No,1,None,None,11,1,0,2,5 to 10 Year Old,0,0,0,1,0,0,0,80000,3,0.0,120808.0
3851,1,1,500.0,Unfurnished,All,"Kamalraj SHIVDARSHAN, Dighi, , Pune, Maharashtra",7,No Direction,Not provided,Yes,No,0,None,None,0,1,0,0,5 to 10 Year Old,1,0,0,0,0,0,0,0,25000,0.0,6218.0
3852,3,2,0.0,Semifurnished,Family Only,"Amanora Aspire Towers, Hadapsar, , Pune, Maharashtra",1,East,Not provided,Yes,No,1,None,None,11,2,0,0,1 to 5 Year Old,1,0,0,0,0,0,0,0,100000,0.0,34433.0
3853,1,1,0.0,Semifurnished,All,"Salunkhe Natasha, Aundh, , Pune, Maharashtra",3,East,Not provided,No,No,1,None,None,0,0,0,0,5 to 10 Year Old,1,0,0,0,0,0,0,16000,40000,0.0,10586.0
3854,1,1,0.0,Unfurnished,Family Only,"Aazad Nagar, Wanowrie, , Pune, Maharashtra",0,East,Ceramic,No,No,1,None,None,11,1,1,0,5 to 10 Year Old,0,0,0,0,0,1,0,10000,40000,0.0,5952.0
3855,2,2,0.0,Unfurnished,All,"Munjaba Wasti, , Pune, Maharashtra",1,No Direction,Not provided,No,No,0,None,None,0,0,0,0,1 to 5 Year Old,1,0,0,0,0,0,0,0,20000,0.0,6843.0
3856,3,3,1220.0,Unfurnished,Family Only,"Rutuparna Society, Baner, , Pune, Maharashtra",4,West,Vitrified,Yes,No,1,None,None,11,1,0,1,5 to 10 Year Old,0,0,0,0,0,1,0,30000,60000,0.0,39417.0
3857,1,1,0.0,Unfurnished,All,"Arihant apartment dighi , Arihant apartment dighi pune, , Pune, Maharashtra",3,No Direction,Not provided,No,No,0,None,None,0,0,1,0,1 to 5 Year Old,1,0,0,0,0,0,0,0,0,0.0,4762.0
3858,1,1,480.0,Unfurnished,Family Only,"Samarth Angan, Kolhewadi, , Pune, Maharashtra",2,North-West,Ceramic,No,No,1,None,None,12,3,0,1,5 to 10 Year Old,1,0,0,0,0,0,Maintenance 700/ (/ month,0,20000,700.0,3571.0
3859,2,2,0.0,Semifurnished,All,"Sai Highness, Rahatani, , Pune, Maharashtra",1,East,Vitrified,No,No,1,None,None,22,2,0,2,1 to 5 Year Old,1,0,0,0,0,0,0,0,60000,0.0,18014.0
3860,1,2,715.0,Unfurnished,Family Only,"Krishna Contruction, Ghorpadi, , Pune, Maharashtra",2,West,Ceramic,Yes,No,1,None,None,12,2,0,1,0 to 1 Year Old,1,0,0,0,0,0,Maintenance 1000/ (/ month,0,20000,1000.0,9495.0
3861,1,1,740.0,Semifurnished,All,"Shreeyog society, Sus Road, , Pune, Maharashtra",3,No Direction,Not provided,Yes,No,1,None,None,11,1,1,0,10+ Year Old,1,0,0,0,0,0,0,0,30000,0.0,9043.0
3862,1,1,0.0,Semifurnished,All,"Siddheshwar Nagar, , Pune, Maharashtra",4,North,Not provided,No,No,0,None,None,0,0,0,0,10+ Year Old,1,0,0,0,0,0,0,0,0,0.0,8601.0
3863,2,2,780.0,Semifurnished,Family Only,"Bhandari Greenfield Society, Magarpatta, , Pune, Maharashtra",7,West,Ceramic,Yes,No,1,None,None,0,0,0,2,1 to 5 Year Old,1,0,0,0,0,0,0,16000,40000,0.0,16614.0
3864,2,2,0.0,Furnished,All,"Kalpataru Enclave, D.P. Road, Opp. Kaka Halwai, Near Parihar Chowk, Aundh, Pune 411007, , Pune, Maharashtra",1,East,Marble,Yes,Yes,1,Yes,Yes,0,0,0,1,10+ Year Old,0,0,0,0,0,1,0,0,6,0.0,48755.0
3865,2,2,900.0,Semifurnished,Family Only,"Shree Mahalaxmi Nagar, Bibwewadi, , Pune, Maharashtra",1,North-East,Vitrified,No,No,1,None,None,11,1,1,1,10+ Year Old,1,0,0,0,0,0,0,0,50000,0.0,19116.0
3866,2,2,0.0,Furnished,Family Only,"Oakwood County Apartment, Dhayari Phata , , Pune, Maharashtra",3,No Direction,Not provided,No,No,1,None,None,0,0,1,0,5 to 10 Year Old,1,0,0,0,0,0,0,0,2,0.0,17294.0
3867,3,3,1100.0,Furnished,All,"Prestige Serene, Bavdhan, , Pune, Maharashtra",4,East,Ceramic,Yes,No,1,None,None,0,1,0,2,1 to 5 Year Old,0,0,0,0,0,1,0,25000,75000,0.0,42985.0
3868,1,1,667.0,Semifurnished,Family Only,"Sai Darshan Apartments, Sector-29 Ravet, , Pune, Maharashtra",4,No Direction,Marble,Yes,Yes,1,None,None,12,2,0,0,5 to 10 Year Old,1,0,0,0,0,0,0,0,2,0.0,11249.0
3869,1,1,0.0,Semifurnished,Family Only,"Harshal Palace, Anand Nagar, , Pune, Maharashtra",1,East,Vitrified,Yes,Yes,0,None,None,0,0,0,1,10+ Year Old,0,0,0,1,0,0,0,15000,30000,0.0,6064.0
3870,1,1,480.0,Unfurnished,Family Only,"Shree Palace, Madhuban Colony, , Pune, Maharashtra",4,North-East,Marble,No,No,1,None,Yes,24,1,0,0,5 to 10 Year Old,1,0,0,0,0,0,Maintenance 600/ (/ month,0,20000,600.0,6181.0
3871,2,1,0.0,Semifurnished,Family Only,"Ganesh apartment, Perugate, , Pune, Maharashtra",1,North,Not provided,Yes,No,0,None,None,0,0,0,0,10+ Year Old,1,0,0,0,0,0,0,0,100000,0.0,19302.0
3872,2,1,850.0,Semifurnished,All,"Shree Siddhivinayak Vihar, Shivane, , Pune, Maharashtra",4,East,Vitrified,No,No,1,None,None,0,0,0,0,10+ Year Old,1,0,0,0,0,0,0,0,0,0.0,7204.0
3873,1,1,530.0,Unfurnished,All,"TCG The Cliff Garden, Phase-3 Hinjewadi , , Pune, Maharashtra",5,North,Vitrified,Yes,No,1,None,None,11,1,0,2,1 to 5 Year Old,0,0,1,0,0,0,Maintenance 1/ (/ month,10800,30000,1.0,7080.0
3874,2,2,900.0,Unfurnished,All,"The Scapers Zenone, Shankar Kalat Nagar, , Pune, Maharashtra",9,East,Vitrified,Yes,No,1,None,None,11,1,0,2,1 to 5 Year Old,0,0,0,0,0,1,0,14000,40000,0.0,13329.0
3875,2,1,0.0,Semifurnished,Family Only,"Prasun Dham, Thergaon, , Pune, Maharashtra",3,West,Vitrified,No,Yes,0,None,None,0,0,1,1,10+ Year Old,1,0,0,0,0,0,Maintenance 1300/ (/ month,0,30000,1300.0,10035.0
3876,3,2,1150.0,Semifurnished,All,"Hermes Heritage, Shastri Nagar, , Pune, Maharashtra",1,No Direction,Not provided,Yes,No,0,None,Yes,0,0,1,0,10+ Year Old,0,0,1,0,0,0,0,0,200000,0.0,47009.0
3877,2,2,616.0,Semifurnished,Family Only,"The Impact Imperial, Lohegaon, , Pune, Maharashtra",2,East,Granite,No,No,1,None,None,9,1,0,1,5 to 10 Year Old,1,0,0,0,0,0,0,0,15000,0.0,15113.0
3878,1,1,0.0,Furnished,All,"Rajat Rashmi Lane No 5 Koregaon park, Rajat Rashmi Lane No 5, , Pune, Maharashtra",2,North,Marble,Yes,Yes,1,Yes,Yes,11,1,0,1,10+ Year Old,1,0,0,0,0,0,Maintenance 100/ (/ month,27000,75000,100.0,24176.0
3879,2,2,815.0,Unfurnished,"Family , Bachelors (Women Only)","Bhandari Swaraj, Moshi, , Pune, Maharashtra",7,East,Vitrified,Yes,No,1,None,None,0,0,0,1,0 to 1 Year Old,1,0,0,0,0,0,0,0,40000,0.0,12701.0
3880,2,2,0.0,Semifurnished,Family Only,"Padmalaya Residency, Aundh, , Pune, Maharashtra",4,No Direction,Not provided,No,No,0,None,None,0,0,0,0,5 to 10 Year Old,1,0,0,0,0,0,0,0,30000,0.0,14412.0
3881,1,1,550.0,Semifurnished,"Family , Bachelors (Men Only)","Avanti Apartment, Bhusari Colony, , Pune, Maharashtra",1,West,Ceramic,Yes,No,1,Yes,Yes,11,1,0,1,10+ Year Old,1,0,0,0,0,0,0,0,3,0.0,12352.0
3882,1,2,510.0,Unfurnished,All,"silvernest, Krushna Colony, , Pune, Maharashtra",3,East,Vitrified,Yes,No,0,Yes,Yes,36,2,0,1,1 to 5 Year Old,1,0,0,0,0,0,Maintenance 1500/ (/ month,0,2,1500.0,10357.0
3883,2,2,0.0,Furnished,Family Only,"on request, Lohegaon, , Pune, Maharashtra",0,North-West,Not provided,No,No,1,None,None,0,0,0,0,0 to 1 Year Old,1,0,0,0,0,0,0,0,2,0.0,9726.0
3884,2,2,850.0,Semifurnished,All,"Bhandari Savannah, Wagholi, , Pune, Maharashtra",2,No Direction,Not provided,No,No,1,None,None,0,0,1,0,5 to 10 Year Old,1,0,0,0,0,0,0,0,30000,0.0,15713.0
3885,2,2,0.0,Semifurnished,Family Only,"Mayfair Eleganza Phase 2, Kondhwa, , Pune, Maharashtra",4,East,Vitrified,No,No,1,None,None,11,1,1,2,5 to 10 Year Old,1,0,0,0,0,0,0,17000,50000,0.0,15311.0
3886,1,1,0.0,Unfurnished,Family Only,"VIJAYNAGAR SAHAKARI GRIHRACHANA SANSTHA LTD, IN FRONT OF DHAYARESWAR MANDIR, DHAYARI,PUNE 411041, , Pune, Maharashtra",3,No Direction,Ceramic,Yes,No,0,None,None,11,1,0,2,10+ Year Old,1,0,0,0,0,0,Maintenance 2700/ (/ month,0,40000,2700.0,6218.0
3887,2,2,425.0,Unfurnished,All,"Xrbia Hinjewadi, Hinjewadi, , Pune, Maharashtra",2,No Direction,Not provided,No,No,1,None,None,0,0,0,0,1 to 5 Year Old,0,0,0,1,0,0,0,2500,11000,0.0,4726.0
3888,1,1,750.0,Semifurnished,All,"Kharalwadi, , Pune, Maharashtra",1,No Direction,Not provided,No,No,0,None,None,0,0,0,0,5 to 10 Year Old,1,0,0,0,0,0,0,0,0,0.0,7572.0
3889,1,1,0.0,Unfurnished,All,"Shankar Suman Heights, Bhekrai Nagar, , Pune, Maharashtra",4,No Direction,Not provided,Yes,No,1,None,None,0,0,0,0,10+ Year Old,1,0,0,0,0,0,0,0,30000,0.0,4430.0
3890,1,1,550.0,Unfurnished,All,"Naiknavare Clarion Park, Aundh, , Pune, Maharashtra",3,East,Vitrified,Yes,No,1,None,None,11,1,0,2,5 to 10 Year Old,1,0,0,0,0,0,Maintenance 1/ (/ month,15000,40000,1.0,9859.0
3891,1,1,0.0,Unfurnished,Family Only,"Vighnaharta Nagar, , Pune, Maharashtra",0,North,Ceramic,No,No,1,None,None,11,1,0,0,0 to 1 Year Old,1,0,0,0,0,0,0,0,20000,0.0,4166.0
3892,3,3,1500.0,Semifurnished,"Family , Bachelors (Men Only)","Kedari residency, Wanwadi, , Pune, Maharashtra",1,East,Granite,Yes,No,2,None,None,11,1,0,2,5 to 10 Year Old,1,0,0,0,0,0,0,0,3,0.0,36605.0
3893,2,2,0.0,Unfurnished,All,"Namrata Ecocity, Talegaon Dabhade, , Pune, Maharashtra",7,South-West,Vitrified,Yes,No,1,None,None,0,0,1,0,0 to 1 Year Old,1,0,0,0,0,0,0,0,18000,0.0,6484.0
3894,1,1,0.0,Semifurnished,All,"on request, Kharadi, , Pune, Maharashtra",4,East,Marble,Yes,Yes,1,None,None,11,1,0,2,0 to 1 Year Old,0,0,0,1,0,0,0,16500,3,0.0,9067.0
3895,4,4,2600.0,Furnished,Family Only,"Shirine Garden, Aundh, , Pune, Maharashtra",5,North-East,Marble,Yes,No,1,Yes,Yes,11,1,0,1,10+ Year Old,0,0,0,0,1,0,0,80000,480000,0.0,244942.0
3896,1,1,400.0,Unfurnished,All,"Rajmayur Housing Society, Erandwana Gaothan, , Pune, Maharashtra",3,No Direction,Spartex,Yes,No,1,None,None,11,2,0,0,10+ Year Old,1,0,0,0,0,0,0,0,25000,0.0,6417.0
3897,2,2,850.0,Semifurnished,Family Only,"Life republic R4, Hinjewadi, , Pune, Maharashtra",4,No Direction,Not provided,Yes,No,1,None,None,12,1,0,0,1 to 5 Year Old,1,0,0,0,0,0,0,0,50000,0.0,16813.0
3898,3,3,1215.0,Semifurnished,All,"Megapolis Sangria Towers, Hinjewadi, , Pune, Maharashtra",7,West,Vitrified,Yes,No,1,None,None,11,1,0,2,5 to 10 Year Old,1,0,0,0,0,0,0,0,75000,0.0,36475.0
3899,3,3,1344.95,Unfurnished,Family Only,"Marvel Ganga Sangria, Mohamadwadi, , Pune, Maharashtra",6,East,Vitrified,Yes,No,2,Yes,Yes,24,1,0,1,1 to 5 Year Old,0,0,1,0,0,0,Maintenance 5000/ (/ month,50000,100000,5000.0,66602.0
3900,1,1,424.0,Unfurnished,Family Only,"Gagan Arena, Undri, , Pune, Maharashtra",9,East,Vitrified,Yes,No,1,None,None,11,1,0,1,1 to 5 Year Old,0,0,0,0,0,1,0,15000,5,0.0,7409.0
3901,2,2,860.0,Unfurnished,All,"Kalarch Sucasa Phase 1, Wakad, , Pune, Maharashtra",1,East,Vitrified,Yes,No,1,None,Yes,11,1,0,2,1 to 5 Year Old,1,0,0,0,0,0,0,17000,50000,0.0,17119.0
3902,2,2,0.0,Semifurnished,All,"TCG The Cliff Garden, Phase-3 Hinjewadi , , Pune, Maharashtra",1,No Direction,Not provided,No,No,1,None,None,0,0,0,0,1 to 5 Year Old,1,0,0,0,0,0,0,0,35000,0.0,14412.0
3903,1,1,0.0,Unfurnished,Family Only,"Lunkad Daffodils, Viman Nagar, , Pune, Maharashtra",0,East,Ceramic,No,No,0,None,None,11,1,0,0,10+ Year Old,1,0,0,0,0,0,0,0,35000,0.0,9196.0
3904,1,1,0.0,Unfurnished,All,"Saarthi Soverign, Mahalunge, , Pune, Maharashtra",9,No Direction,Not provided,No,No,1,None,None,0,0,0,0,1 to 5 Year Old,1,0,0,0,0,0,0,0,3,0.0,8932.0
3905,1,1,550.0,Semifurnished,All,"on request, Aundh, , Pune, Maharashtra",2,North-East,Mosaic,No,No,1,None,None,11,1,0,1,5 to 10 Year Old,0,0,0,1,0,0,0,14000,40000,0.0,8515.0
3906,2,2,950.0,Semifurnished,Family Only,"Ganga Florentina, NIBM, , Pune, Maharashtra",9,East,Vitrified,Yes,No,1,None,None,11,1,0,2,0 to 1 Year Old,0,0,0,1,0,0,0,1,60000,0.0,17848.0
3907,2,1,740.0,Unfurnished,Family Only,"Kale Vidyadhan, Dhankawadi, , Pune, Maharashtra",1,East,Vitrified,Yes,No,1,None,Yes,12,1,0,0,0 to 1 Year Old,0,0,1,0,0,0,0,0,40000,0.0,10984.0
3908,2,2,0.0,Semifurnished,All,"The Royal Mirage, Wakad, , Pune, Maharashtra",2,South-West,Vitrified,Yes,Yes,1,None,None,0,0,0,2,1 to 5 Year Old,0,0,0,1,0,0,Maintenance 2800/ (/ month,0,60000,2800.0,15012.0
3909,2,2,0.0,Semifurnished,Family Only,"Raviraj Rakshaknagar Gold, Pandhari Nagar, , Pune, Maharashtra",5,No Direction,Not provided,Yes,No,0,None,None,0,0,0,0,10+ Year Old,1,0,0,0,0,0,0,0,30000,0.0,14412.0
3910,2,2,1048.0,Unfurnished,Family Only,"Sukhwani Callisto, Vishnu Dev Nagar, , Pune, Maharashtra",1,North-East,Vitrified,Yes,No,1,None,Yes,0,1,0,1,5 to 10 Year Old,1,0,0,0,0,0,0,0,45000,0.0,19703.0
3911,2,2,850.0,Semifurnished,All,"Kumar Primrose, Eon Free Zone , , Pune, Maharashtra",1,East,Concrete,Yes,No,1,Yes,Yes,11,1,0,2,5 to 10 Year Old,1,0,0,0,0,0,0,25000,12,0.0,23700.0
3912,3,3,1600.0,Semifurnished,Family Only,"Eisha Polaris, Lullanagar, , Pune, Maharashtra",3,East,Vitrified,Yes,No,2,None,None,11,1,0,2,5 to 10 Year Old,0,0,1,0,0,0,0,35000,4,0.0,46542.0
3913,2,2,0.0,Unfurnished,All,"Sai Ganga Pune, Undri, , Pune, Maharashtra",6,No Direction,Not provided,No,No,1,None,None,0,0,1,0,5 to 10 Year Old,1,0,0,0,0,0,0,0,0,0.0,8104.0
3914,2,2,0.0,Semifurnished,"Family , Bachelors (Women Only)","Today Tulsi Landmark, Chikhali, , Pune, Maharashtra",1,North-West,Not provided,Yes,No,1,None,None,0,0,0,0,5 to 10 Year Old,1,0,0,0,0,0,Maintenance 1000/ (/ month,0,40000,1000.0,17115.0
3915,2,2,8808.0,Furnished,All,"Amrapali Apartment, Karve Nagar, , Pune, Maharashtra",3,East,Vitrified,Yes,No,1,None,None,0,1,0,1,5 to 10 Year Old,1,0,0,0,0,0,0,20000,50000,0.0,62581.0
3916,2,3,965.0,Unfurnished,Family Only,"GK Dwarka Queens Park, Rahatani, , Pune, Maharashtra",4,No Direction,Not provided,Yes,No,1,None,None,0,0,0,0,10+ Year Old,1,0,0,0,0,0,0,0,0,0.0,20383.0
3917,1,1,580.0,Semifurnished,All,"prakalp ganesh society, modern colony, , Pune, Maharashtra",2,East,Not provided,No,No,1,None,None,11,1,0,0,10+ Year Old,1,0,0,0,0,0,0,0,30000,0.0,8822.0
