,bedroom,bathrooms,area,furnishing,avalable_for,address,floor_number,facing,floor_type,gate_community,corner_pro,parking,wheelchairadption,petfacility,aggDur,noticeDur,lightbill,powerbackup,propertyage,no_room,pooja_room,study_room,others,servant_room,store_room,maintenance_amt,brok_amt,deposit_amt,mnt_amt,rent
0,2,2,1050.0,Unfurnished,All,"Sadguru hights, Pingale Wasti, , Pune, Maharashtra",5,West,Marble,Yes,No,0,None,None,11,2,0,2,5 to 10 Year Old,1,0,0,0,0,0,0,0,3,0.0,19546.0
1,2,2,760.0,Unfurnished,All,"Manav Silver Springs, Wagholi, , Pune, Maharashtra",5,East,Vitrified,Yes,Yes,2,None,None,11,1,0,2,1 to 5 Year Old,1,0,0,0,0,0,0,0,40000,0.0,13060.0
2,3,3,0.0,Semifurnished,All,"Saarrthi Souvenir, Mahalunge, , Pune, Maharashtra",1,South-West,Vitrified,Yes,No,1,None,None,11,1,0,2,1 to 5 Year Old,0,0,0,1,0,0,Maintenance 1/ (/ month,23000,60000,1.0,22442.0
3,1,1,628.0,Furnished,Family Only,"Dhan Residency, Wanowrie, , Pune, Maharashtra",3,East,Mosaic,Yes,No,1,None,None,11,1,0,0,10+ Year Old,1,0,0,0,0,0,0,0,40000,0.0,11557.0
4,2,2,668.0,Semifurnished,"Family , Bachelors (Men Only)","Saptsiddhi Savali Homes, Uruli Devachi, , Pune, Maharashtra",6,South,Polished concrete,Yes,Yes,1,None,None,12,1,1,1,1 to 5 Year Old,1,0,0,0,0,0,0,0,20,0.0,7604.0
5,2,2,950.0,Semifurnished,Family Only,"Vimal Apartment, Baner, , Pune, Maharashtra",1,No Direction,Ceramic,No,No,1,None,None,11,1,1,2,1 to 5 Year Old,1,0,0,0,0,0,0,0,50000,0.0,18215.0
6,3,3,1530.0,Semifurnished,Family Only,"Atul Westernhills, Baner-Sus, , Pune, Maharashtra",2,East,Vitrified,Yes,No,2,Yes,Yes,11,1,0,2,1 to 5 Year Old,0,1,0,0,0,0,0,28000,3,0.0,48498.0
7,2,2,900.0,Unfurnished,All,"SRK Herambh, Pashan-Sus Road, , Pune, Maharashtra",1,No Direction,Not provided,No,No,1,None,None,0,0,1,0,5 to 10 Year Old,1,0,0,0,0,0,0,0,36000,0.0,17204.0
8,3,3,0.0,Semifurnished,Family Only,"Tuscan Estate Signature Meadows, Kharadi, , Pune, Maharashtra",7,North,Not provided,Yes,No,1,None,None,0,0,0,0,1 to 5 Year Old,0,0,0,1,1,0,0,36000,200000,0.0,41182.0
9,3,3,1400.0,Unfurnished,All,"Magarpatta City Roystonea, Magarpatta, , Pune, Maharashtra",2,North-West,Vitrified,Yes,No,1,None,None,0,1,0,2,5 to 10 Year Old,0,1,0,0,0,0,0,25000,60000,0.0,35181.0
10,2,2,0.0,Semifurnished,Family Only,"On Request, Bibwewadi Kondhwa Road, , Pune, Maharashtra",3,South-East,Not provided,Yes,No,1,None,None,0,1,0,0,10+ Year Old,1,0,0,0,0,0,0,17000,50000,0.0,15311.0
11,2,2,1000.0,Unfurnished,All,"Supriya Gardens, Aundh, , Pune, Maharashtra",2,North-East,Mosaic,Yes,Yes,1,None,None,24,1,0,0,10+ Year Old,1,0,0,0,0,0,0,0,50000,0.0,19456.0
12,3,3,1500.0,Semifurnished,All,"Erande Arora Residency, Kharadi, , Pune, Maharashtra",1,East,Not provided,Yes,No,1,None,Yes,0,1,0,2,5 to 10 Year Old,1,0,0,0,0,0,0,0,50000,0.0,38870.0
13,2,2,0.0,Unfurnished,All,"SBM West Wind Park, Hinjewadi, , Pune, Maharashtra",2,No Direction,Not provided,No,No,1,None,None,0,0,0,0,1 to 5 Year Old,1,0,0,0,0,0,0,0,50000,0.0,13779.0
14,1,1,0.0,Unfurnished,Family Only,"On Request, Bibwewadi, , Pune, Maharashtra",0,West,Not provided,No,No,1,None,None,0,0,0,0,1 to 5 Year Old,1,0,0,0,0,0,0,0,20000,0.0,3571.0
15,1,1,0.0,Unfurnished,Family Only,"Sai vilasita Apartment wakad, Bhumkar Nagar, , Pune, Maharashtra",1,No Direction,Not provided,Yes,No,0,None,None,0,0,0,0,5 to 10 Year Old,1,0,0,0,0,0,0,0,25000,0.0,7145.0
16,1,1,0.0,Unfurnished,All,"maurya housing society, Pimpri Chinchwad, , Pune, Maharashtra",1,No Direction,Not provided,Yes,No,0,None,None,0,0,0,0,0 to 1 Year Old,1,0,0,0,0,0,0,0,20000,0.0,4166.0
17,1,1,445.0,Semifurnished,All,"Puraniks Aldea, Baner, , Pune, Maharashtra",1,East,Vitrified,Yes,No,1,None,Yes,11,1,1,1,0 to 1 Year Old,0,0,0,1,0,0,Maintenance 1/ (/ month,15000,50000,1.0,9562.0
18,2,2,836.0,Unfurnished,All,"Anita Residency, Katraj Kondhwa Road, , Pune, Maharashtra",8,North-East,Not provided,Yes,Yes,0,None,None,12,2,0,0,10+ Year Old,1,0,0,0,0,0,0,0,72000,0.0,12249.0
19,1,2,590.0,Semifurnished,Family Only,"Geeta Golden Palms, Bhukum, , Pune, Maharashtra",6,No Direction,Ceramic,Yes,No,1,None,None,0,0,1,2,0 to 1 Year Old,1,0,0,0,0,0,0,0,0,0.0,7718.0
20,3,3,1350.0,Semifurnished,Family Only,"Paranjape Blue Ridge, Hinjewadi, , Pune, Maharashtra",1,No Direction,Vitrified,Yes,No,1,None,Yes,11,1,0,0,1 to 5 Year Old,1,0,0,0,0,0,0,0,100000,0.0,42758.0
21,1,1,350.0,Semifurnished,Family Only,"Jal Vihar, Anand Nagar, , Pune, Maharashtra",2,East,Vitrified,Yes,No,1,None,None,0,1,1,0,10+ Year Old,1,0,0,0,0,0,0,0,20,0.0,5292.0
22,2,2,870.0,Unfurnished,All,"AG West One, Wakad, , Pune, Maharashtra",7,West,Vitrified,Yes,No,1,None,None,11,0,0,1,0 to 1 Year Old,1,0,0,0,0,0,0,0,40000,0.0,14232.0
23,2,2,53.44,Semifurnished,All,"The Leaf, Yewalewadi, , Pune, Maharashtra",5,West,Wood,Yes,Yes,1,Yes,Yes,24,1,0,0,1 to 5 Year Old,0,1,0,0,0,0,0,11000,30000,0.0,11283.0
24,1,1,602.0,Unfurnished,All,"Paranjape Forest Trails Pebbles, Bhugaon, , Pune, Maharashtra",4,No Direction,Not provided,No,No,1,None,None,0,0,0,0,5 to 10 Year Old,1,0,0,0,0,0,0,0,20000,0.0,6616.0
25,2,2,0.0,Semifurnished,Family Only,"Ganesh Park, Ambegaon Bk, , Pune, Maharashtra",1,No Direction,Not provided,No,No,1,None,None,0,0,0,0,5 to 10 Year Old,1,0,0,0,0,0,Maintenance 1000/ (/ month,0,50000,1000.0,13511.0
26,1,1,0.0,Unfurnished,Family Only,"Swaraj Residency, Moshi, , Pune, Maharashtra",4,No Direction,Not provided,No,No,1,None,None,0,0,0,0,5 to 10 Year Old,1,0,0,0,0,0,0,0,25000,0.0,5623.0
27,2,2,1000.0,Furnished,Family Only,"Green valley, Wanowrie, , Pune, Maharashtra",6,East,Marble,Yes,No,1,Yes,Yes,22,1,0,1,10+ Year Old,0,0,0,1,0,0,0,26000,100000,0.0,31599.0
28,3,3,1200.0,Semifurnished,Family Only,"Basant Bahar Society, Pashan, , Pune, Maharashtra",5,West,Vitrified,Yes,No,1,None,None,12,1,0,2,5 to 10 Year Old,1,0,0,0,0,0,0,0,100000,0.0,46672.0
29,1,1,475.0,Unfurnished,Family Only,"Pimple Gurav, , Pune, Maharashtra",2,North,Vitrified,No,No,1,None,None,11,1,0,0,1 to 5 Year Old,1,0,0,0,0,0,0,0,20000,0.0,5490.0
30,2,2,1100.0,Unfurnished,All,"Mahesh Society, Bibwewadi, , Pune, Maharashtra",1,No Direction,Not provided,No,No,1,None,None,36,0,0,0,10+ Year Old,1,0,0,0,0,0,0,0,50000,0.0,22700.0
31,2,2,0.0,Semifurnished,Family Only,"Jai Jawan Awas Yojna, Hadapsar, , Pune, Maharashtra",1,East,Not provided,Yes,No,1,None,None,0,0,1,0,5 to 10 Year Old,1,0,0,0,0,0,0,0,0,0.0,8504.0
32,1,1,453.0,Unfurnished,All,"Gemini Grand Bay, Manjri BK, , Pune, Maharashtra",6,South,Vitrified,Yes,No,1,None,None,11,1,0,2,0 to 1 Year Old,0,1,0,0,0,0,0,10000,3,0.0,6483.0
33,2,2,0.0,Unfurnished,Family Only,"Shri Shakti, Lohegaon, , Pune, Maharashtra",2,No Direction,Not provided,No,No,1,None,None,0,0,0,0,1 to 5 Year Old,1,0,0,0,0,0,0,0,20000,0.0,5672.0
34,1,1,500.0,Unfurnished,Family Only,"Kumar Anusuya Enclave, Wanwadi, , Pune, Maharashtra",2,East,Mosaic,Yes,No,0,Yes,Yes,24,2,0,0,10+ Year Old,1,0,0,0,0,0,0,8500,3,0.0,6265.0
35,2,2,900.0,Furnished,Family Only,"Premlok Park, Chinchwad, , Pune, Maharashtra",3,East,Stone,No,No,2,None,None,36,2,1,0,10+ Year Old,1,0,0,0,0,0,Maintenance 500/ (/ month,0,50000,500.0,22939.0
36,3,2,1400.0,Furnished,All,"Konark Krish 2, Keshav Nagar, , Pune, Maharashtra",7,East,Marble,Yes,No,1,None,None,11,1,0,2,5 to 10 Year Old,0,1,0,0,0,0,0,40000,100000,0.0,63147.0
37,2,2,0.0,Unfurnished,Family Only,"nirmala nivas, Wakad, , Pune, Maharashtra",0,No Direction,Not provided,No,No,1,None,None,0,0,1,0,5 to 10 Year Old,1,0,0,0,0,0,0,0,0,0.0,12159.0
38,3,3,1450.0,Furnished,All,"Geras Song Of Joy, Kharadi, , Pune, Maharashtra",6,East,Vitrified,Yes,Yes,2,Yes,Yes,12,1,0,2,1 to 5 Year Old,1,0,0,0,0,0,0,35000,3,0.0,71819.0
39,1,1,1000.0,Furnished,All,"Expat Genesis, Laxmi-Narayan Nagar, , Pune, Maharashtra",5,North-East,Vitrified,Yes,No,1,Yes,Yes,11,1,0,2,1 to 5 Year Old,1,0,0,0,0,0,0,0,40000,0.0,16117.0
40,1,1,0.0,Semifurnished,All,"Janaki Apartment, Somwar Peth, , Pune, Maharashtra",2,North,Ceramic,No,No,0,None,None,0,1,0,0,10+ Year Old,0,0,1,0,0,0,0,0,25000,0.0,7939.0
41,2,2,0.0,Semifurnished,Family Only,"Relicon Garden Grove, Ambegaon Budruk, , Pune, Maharashtra",3,No Direction,Ceramic,Yes,Yes,1,None,None,22,1,0,1,5 to 10 Year Old,1,0,0,0,0,0,0,0,40000,0.0,12610.0
42,2,2,0.0,Furnished,All,"Karve Nagar, , Pune, Maharashtra",0,South-West,Not provided,No,No,3,None,None,0,0,1,0,1 to 5 Year Old,1,0,0,0,0,0,0,0,0,0.0,25941.0
43,2,2,1000.0,Unfurnished,All,"Sudhir Mandke Advantage Homes, Lullanagar, , Pune, Maharashtra",3,East,Vitrified,Yes,No,1,Yes,Yes,11,1,0,2,5 to 10 Year Old,0,0,0,0,0,1,Maintenance 1500/ (/ month,2,3,1500.0,20820.0
44,3,3,0.0,Semifurnished,Family Only,"Magarpatta Cosmos Apartment, Hadapsar, , Pune, Maharashtra",4,No Direction,Vitrified,Yes,No,1,Yes,Yes,11,1,0,0,5 to 10 Year Old,1,0,0,0,0,0,0,0,0,0.0,39800.0
45,1,1,500.0,Furnished,All,"Lunkad Zodiac, Mhada Colony, , Pune, Maharashtra",4,East,Ceramic,Yes,No,1,Yes,Yes,1,1,0,1,5 to 10 Year Old,0,0,0,1,0,0,Maintenance 500/ ((one time fee,16000,45000,500.0,13097.0
46,1,1,650.0,Furnished,All,"Ornate Park, Shivtirth Nagar, , Pune, Maharashtra",2,East,Not provided,Yes,No,1,None,None,0,0,0,0,10+ Year Old,1,0,0,0,0,0,0,0,75000,0.0,17029.0
47,2,2,0.0,Unfurnished,Family Only,"On Request, Ambegaon Pathar, , Pune, Maharashtra",3,East,Not provided,Yes,No,1,None,None,0,0,1,0,5 to 10 Year Old,1,0,0,0,0,0,0,0,0,0.0,10537.0
48,1,1,650.0,Semifurnished,Family Only,"Jaydeep Park, Bhosari, , Pune, Maharashtra",6,East,Vitrified,Yes,No,0,None,None,0,1,0,1,1 to 5 Year Old,1,0,0,0,0,0,0,0,0,0.0,7425.0
49,2,2,910.0,Unfurnished,All,"Kolte Patil Downtown Langston, Ashoka Nagar, , Pune, Maharashtra",9,North,Vitrified,Yes,Yes,1,None,None,0,1,0,1,1 to 5 Year Old,1,0,0,0,0,0,0,22500,3,0.0,21528.0
50,2,2,950.0,Unfurnished,All,"Twin Arcs, Punawale, , Pune, Maharashtra",1,East,Spartex,No,Yes,1,None,Yes,11,1,1,0,1 to 5 Year Old,1,0,0,0,0,0,0,0,3,0.0,11762.0
51,2,2,0.0,Semifurnished,Family Only,"Karve Nagar, , Pune, Maharashtra",2,No Direction,Not provided,No,No,0,None,None,0,0,0,0,1 to 5 Year Old,1,0,0,0,0,0,0,0,40000,0.0,16213.0
52,2,2,850.0,Unfurnished,All,"KRUSHNRAJ COLONY , PIMPLE GURAV,AGRASEN NAGAR, , Pune, Maharashtra",1,South,Ceramic,Yes,No,2,None,None,24,2,0,0,0 to 1 Year Old,0,0,0,0,0,1,0,0,60000,0.0,14141.0
53,3,2,1200.0,Semifurnished,All,"Sanjay Gandhi Society, Vadgaon Sheri, , Pune, Maharashtra",0,South-West,Vitrified,No,No,1,None,Yes,11,1,1,0,10+ Year Old,1,0,0,0,0,0,0,0,50000,0.0,27086.0
54,3,3,0.0,Semifurnished,Family Only,"Bramhacorp F Residences, Kalyani Nagar, , Pune, Maharashtra",1,North-East,Vitrified,Yes,No,2,None,None,11,1,0,2,1 to 5 Year Old,1,0,0,0,0,0,0,32000,3,0.0,37651.0
55,2,2,0.0,Unfurnished,Family Only,"Aishwaryam Hamara, Chikhali, , Pune, Maharashtra",1,No Direction,Not provided,No,No,0,None,None,11,1,0,0,0 to 1 Year Old,1,0,0,0,0,0,0,0,30000,0.0,8915.0
56,1,1,0.0,Furnished,All,"Kolte Patil Downtown Xenia, Kharadi, , Pune, Maharashtra",2,North,Vitrified,Yes,Yes,1,None,None,11,1,0,2,0 to 1 Year Old,1,0,0,0,0,0,0,0,150000,0.0,23825.0
57,1,2,470.0,Unfurnished,All,"Sai Aangan, Thergaon, , Pune, Maharashtra",3,East,Marble,No,No,1,None,Yes,11,1,0,2,0 to 1 Year Old,0,1,1,0,0,0,Maintenance 500/ (/ month,0,30000,500.0,10623.0
58,2,2,559.0,Unfurnished,All,"SKYi Star Towers, Bhukum, , Pune, Maharashtra",5,No Direction,Not provided,Yes,No,1,None,None,24,1,0,0,0 to 1 Year Old,0,0,0,1,0,0,0,0,30000,0.0,9005.0
59,1,1,630.0,Semifurnished,All,"Florida minis Keshav Nagar mundhwa pune, Keshav Nagar mundhwa, , Pune, Maharashtra",4,No Direction,Not provided,Yes,No,1,None,None,12,0,0,2,5 to 10 Year Old,1,0,0,0,0,0,0,0,40000,0.0,8896.0
60,3,2,947.0,Semifurnished,All,"Pankaj Aasman, Sant Nagar, , Pune, Maharashtra",3,North-West,Vitrified,Yes,No,1,None,Yes,0,0,0,1,0 to 1 Year Old,1,0,0,0,0,0,Maintenance 1200/ (/ month,0,40000,1200.0,20769.0
61,3,3,1200.0,Semifurnished,Family Only,"sapna house, sahwas society, , Pune, Maharashtra",1,East,Marble,Yes,No,1,None,None,11,1,0,2,5 to 10 Year Old,0,0,1,0,0,0,0,1,100000,0.0,50989.0
62,1,1,0.0,Unfurnished,All,"Anand Apartments 2, Mamta Nagar, , Pune, Maharashtra",0,No Direction,Not provided,No,No,0,None,None,0,0,0,0,10+ Year Old,1,0,0,0,0,0,0,0,15000,0.0,5026.0
63,2,2,11000.0,Unfurnished,Family Only,"Karia Konark Splendour, Balaji Uddyam Nagar, , Pune, Maharashtra",4,East,Wood,Yes,No,1,None,None,11,1,0,2,5 to 10 Year Old,0,0,0,1,0,0,0,25000,3,0.0,54053.0
64,2,2,1070.0,Unfurnished,Family Only,"Shri Datta Niwas, Dattanagar, , Pune, Maharashtra",5,South-East,Marble,Yes,No,1,None,None,11,2,0,1,5 to 10 Year Old,1,0,0,0,0,0,0,0,50000,0.0,12791.0
65,2,2,899.0,Semifurnished,All,"Megapolis Sangria Towers, Hinjewadi, , Pune, Maharashtra",2,South-East,Wood,Yes,No,1,None,Yes,11,1,0,2,5 to 10 Year Old,1,0,0,0,0,0,0,0,3,0.0,19129.0
66,1,1,457.0,Semifurnished,All,"Pristine Classique, Wagholi, , Pune, Maharashtra",2,East,Ceramic,Yes,No,1,None,None,12,1,0,1,1 to 5 Year Old,1,0,0,0,0,0,0,0,3,0.0,7939.0
67,2,2,0.0,Semifurnished,All,"Mundhwa, , Pune, Maharashtra",1,No Direction,Not provided,No,No,1,None,None,0,0,0,0,5 to 10 Year Old,1,0,0,0,0,0,0,0,50000,0.0,17115.0
68,1,1,0.0,Unfurnished,Family Only,"Chandan Nagar, , Pune, Maharashtra",0,North,Not provided,No,No,0,None,None,0,0,0,0,10+ Year Old,1,0,0,0,0,0,0,0,15000,0.0,5359.0
69,1,2,950.0,Furnished,All,"Godrej Infinity, Keshavnagar.mundwa, , Pune, Maharashtra",0,North,Ceramic,Yes,No,1,None,None,36,1,0,2,0 to 1 Year Old,1,0,0,0,0,0,0,0,20000,0.0,22030.0
70,1,1,0.0,Unfurnished,All,"Kharadi, , Pune, Maharashtra",0,East,Not provided,No,No,0,None,None,0,0,0,0,1 to 5 Year Old,1,0,0,0,0,0,0,0,15000,0.0,3571.0
71,1,1,466.0,Unfurnished,Family Only,"Nanded City, Sinhgad Road, , Pune, Maharashtra",3,South-West,Vitrified,Yes,No,1,None,None,11,1,0,2,1 to 5 Year Old,0,0,0,1,0,0,0,10500,30000,0.0,5401.0
72,1,2,0.0,Unfurnished,All,"Magarpatta Annex, Magarpatta, , Pune, Maharashtra",9,South,Vitrified,Yes,No,1,None,None,0,0,0,0,5 to 10 Year Old,1,0,0,0,0,0,0,15000,0,0.0,10421.0
73,2,2,800.0,Furnished,Family Only,"Prime Plus 1, Pimple Saudagar, , Pune, Maharashtra",2,East,Others,Yes,No,1,None,None,0,0,0,1,5 to 10 Year Old,1,0,0,0,0,0,0,22000,0,0.0,27502.0
74,2,2,0.0,Unfurnished,All,"Rohan Leher 3, Baner, , Pune, Maharashtra",1,No Direction,Not provided,No,No,1,None,None,11,2,0,2,0 to 1 Year Old,1,0,0,0,0,0,0,0,100000,0.0,20627.0
75,1,2,355.0,Furnished,All,"GK Dayal Heights, Pimple Saudagar, , Pune, Maharashtra",7,No Direction,Not provided,No,No,1,None,None,0,0,0,0,1 to 5 Year Old,1,0,0,0,0,0,0,0,40000,0.0,15852.0
76,2,2,0.0,Furnished,All,"Raviraj Colorado, Mallik Nagar, , Pune, Maharashtra",6,No Direction,Not provided,No,No,1,None,None,0,0,0,0,5 to 10 Year Old,1,0,0,0,0,0,0,0,30000,0.0,16213.0
77,1,1,610.0,Furnished,All,"Karishma Prime, Kad Nagar, , Pune, Maharashtra",1,East,Not provided,Yes,No,1,None,None,0,1,0,0,5 to 10 Year Old,1,0,0,0,0,0,0,0,20000,0.0,9350.0
78,1,1,640.0,Furnished,All,"Hill Shire, Wagholi, , Pune, Maharashtra",1,North-East,Vitrified,Yes,Yes,1,None,None,0,0,0,2,1 to 5 Year Old,1,0,0,0,0,0,0,0,30000,0.0,9794.0
79,2,2,790.0,Unfurnished,All,"Megapolis Sparklet, Hinjewadi, , Pune, Maharashtra",9,No Direction,Not provided,Yes,No,1,Yes,None,12,1,0,2,1 to 5 Year Old,1,0,0,0,0,0,0,0,40000,0.0,17885.0
80,3,2,1130.0,Semifurnished,All,"Kothrud, , Pune, Maharashtra",1,No Direction,Not provided,No,No,1,None,None,0,0,0,0,10+ Year Old,1,0,0,0,0,0,0,0,2,0.0,37864.0
81,2,2,750.0,Unfurnished,Family Only,"Noble Vishnu Vihar, Moshi, , Pune, Maharashtra",5,East,Marble,Yes,No,1,None,Yes,11,1,0,2,1 to 5 Year Old,1,0,0,0,0,0,0,0,0,0.0,11381.0
82,2,2,0.0,Furnished,All,"Yashanjali Apartment, Bhosalenagr- Ashoknagar, , Pune, Maharashtra",2,West,Vitrified,Yes,Yes,1,Yes,Yes,11,1,0,2,5 to 10 Year Old,0,1,0,0,0,0,Maintenance 2100/ (/ month,1,125000,2100.0,39003.0
83,1,1,0.0,Semifurnished,"Family , Bachelors (Women Only)","Magarpatta, , Pune, Maharashtra",0,North-West,Vitrified,No,No,0,None,None,11,1,0,1,1 to 5 Year Old,1,0,0,0,0,0,0,0,0,0.0,7939.0
84,2,2,626.0,Unfurnished,Family Only,"Namo Shine City, Chikhali, , Pune, Maharashtra",6,East,Marble,Yes,No,1,None,None,11,2,0,1,1 to 5 Year Old,1,0,0,0,0,0,0,0,25000,0.0,11798.0
85,1,1,500.0,Unfurnished,Family Only,"Shamnath Residency, Sudarshan Nagar, , Pune, Maharashtra",3,No Direction,Not provided,No,No,1,None,None,0,1,0,0,5 to 10 Year Old,1,0,0,0,0,0,0,0,30000,0.0,6550.0
86,1,1,350.0,Furnished,All,"nul, Bhagwan Nagar, , Pune, Maharashtra",3,East,Marble,Yes,No,1,None,None,0,0,0,1,0 to 1 Year Old,1,0,0,0,0,0,0,4500,9000,0.0,3791.0
87,1,1,550.0,Unfurnished,Family Only,"Atul Nagar Society, Warje, , Pune, Maharashtra",2,West,Vitrified,No,No,1,None,None,11,1,0,2,1 to 5 Year Old,1,0,0,0,0,0,Maintenance 100/ (/ month,0,20000,100.0,7874.0
88,3,3,1500.0,Unfurnished,All,"Clover Highlands, Kondhwa, , Pune, Maharashtra",5,East,Vitrified,Yes,Yes,1,Yes,Yes,11,1,0,2,5 to 10 Year Old,0,0,0,0,0,1,Maintenance 1500/ (/ month,37000,3,1500.0,51873.0
89,2,2,0.0,Furnished,All,"gaurishankar society, Anand Nagar, , Pune, Maharashtra",4,North-West,Not provided,Yes,No,0,None,None,0,0,0,0,10+ Year Old,1,0,0,0,0,0,0,0,30000,0.0,12968.0
90,1,1,700.0,Semifurnished,All,"Aashirwad niwas, Shitole Nagar, , Pune, Maharashtra",1,East,Vitrified,No,No,1,None,None,0,1,0,0,10+ Year Old,1,0,0,0,0,0,0,0,30000,0.0,8234.0
91,2,2,0.0,Semifurnished,All,"Arya Society, Sinhgad Road, , Pune, Maharashtra",6,East,Vitrified,Yes,No,1,Yes,Yes,24,1,0,2,0 to 1 Year Old,0,0,0,1,0,0,Maintenance 1000/ (/ month,20000,50000,1000.0,13541.0
92,2,2,950.0,Furnished,Family Only,"Brahma suncity , Wadgaon Sheri, , Pune, Maharashtra",1,East,Ceramic,Yes,No,1,None,None,0,0,0,2,1 to 5 Year Old,1,0,0,0,0,0,0,34000,90000,0.0,43720.0
93,2,2,1200.0,Furnished,All,"Neco Gardens, Sakore Nagar viman nagar, , Pune, Maharashtra",5,East,Vitrified,Yes,Yes,1,None,None,0,1,0,1,5 to 10 Year Old,0,1,0,0,0,0,0,25000,0,0.0,33511.0
94,1,1,500.0,Semifurnished,All,"Vasant Vihar APPTT, Bibvewadi Kondhwa Road, , Pune, Maharashtra",2,West,Ceramic,No,No,1,None,None,24,2,0,0,10+ Year Old,1,0,0,0,0,0,Maintenance 500/ (/ month,0,50000,500.0,9410.0
95,3,2,780.0,Semifurnished,All,"Clover Common, Viman Nagar, , Pune, Maharashtra",3,East,Vitrified,Yes,No,1,Yes,Yes,11,1,1,0,10+ Year Old,1,0,0,0,0,0,0,0,2,0.0,21410.0
96,1,1,0.0,Semifurnished,Family Only,"Indrayani Nagar Sector 2, , Pune, Maharashtra",0,No Direction,Not provided,No,No,1,None,None,0,0,0,0,1 to 5 Year Old,1,0,0,0,0,0,0,0,20000,0.0,7277.0
97,3,3,1900.0,Semifurnished,All,"Kolte Patil 24K Opula, Pimple Nilakh, , Pune, Maharashtra",1,East,Not provided,Yes,No,1,Yes,Yes,0,0,0,2,0 to 1 Year Old,1,0,0,0,0,0,0,45000,300000,0.0,82260.0
98,1,1,0.0,Unfurnished,All,"Manjari Budruk, , Pune, Maharashtra",1,South,Not provided,No,No,0,None,None,0,0,0,0,1 to 5 Year Old,1,0,0,0,0,0,0,0,3,0.0,2975.0
99,1,1,525.0,Furnished,Family Only,"Satish Crystal Heights, Wakad, , Pune, Maharashtra",9,East,Vitrified,Yes,Yes,1,Yes,Yes,12,2,0,2,5 to 10 Year Old,1,0,0,0,0,0,Maintenance 1/ (/ month,15000,40000,1.0,13827.0
100,1,1,540.0,Semifurnished,All,"Ganga Orchid, Pingale Wasti, , Pune, Maharashtra",2,East,Vitrified,Yes,No,1,Yes,Yes,11,1,0,1,1 to 5 Year Old,1,0,0,0,0,0,0,0,50000,0.0,15256.0
101,2,1,550.0,Semifurnished,Family Only,"Sugrarabi Manzil, Parvati Gaon, , Pune, Maharashtra",1,No Direction,Ceramic,Yes,No,1,None,None,0,0,0,0,5 to 10 Year Old,1,0,0,0,0,0,0,0,0,0.0,9348.0
102,1,1,0.0,Unfurnished,Family Only,"Samrat Heights, Sukhsagar Nagar, , Pune, Maharashtra",1,No Direction,Not provided,No,No,0,None,None,0,0,0,0,10+ Year Old,1,0,0,0,0,0,0,0,0,0.0,5359.0
103,1,2,0.0,Semifurnished,Bachelors (Men/Women),"Hadapsar, , Pune, Maharashtra",2,No Direction,Not provided,No,No,1,None,None,0,0,0,0,10+ Year Old,1,0,0,0,0,0,0,0,30000,0.0,9263.0
104,2,2,0.0,Semifurnished,Family Only,"Palm Groves, B.T Kawade Road, , Pune, Maharashtra",9,No Direction,Not provided,Yes,No,1,None,None,0,0,0,0,5 to 10 Year Old,1,0,0,0,0,0,0,0,0,0.0,21618.0
105,1,1,615.0,Semifurnished,Family Only,"Gopalanand Society, Fatima Nagar, , Pune, Maharashtra",3,No Direction,Not provided,Yes,No,1,None,None,0,0,1,0,10+ Year Old,1,0,0,0,0,0,0,0,45000,0.0,8896.0
106,1,1,380.0,Furnished,All,"Xrbia City, Hinjewadi, , Pune, Maharashtra",4,North,Not provided,Yes,Yes,0,Yes,Yes,22,1,0,2,1 to 5 Year Old,1,0,0,0,0,0,0,0,0,0.0,6164.0
107,2,2,601.0,Furnished,All,"Krisala Adora, Ravet, , Pune, Maharashtra",1,West,Marble,Yes,Yes,1,Yes,Yes,11,1,0,1,0 to 1 Year Old,1,0,0,0,0,0,0,0,50000,0.0,27219.0
108,1,1,610.0,Semifurnished,All,"Bhaktisagar Rajveer Galaxy, Dighi, , Pune, Maharashtra",2,East,Granite,No,No,1,None,None,11,1,1,1,1 to 5 Year Old,1,0,0,0,0,0,Maintenance 1200/ (/ month,0,25000,1200.0,5879.0
109,2,2,900.0,Semifurnished,All,"Vardhaman Residency, Kaspate Vasti, , Pune, Maharashtra",1,East,Vitrified,Yes,No,1,None,None,11,1,0,2,1 to 5 Year Old,0,0,0,0,0,1,0,15000,50000,0.0,15912.0
110,1,1,400.0,Semifurnished,All,"Wadgaon Sheri, , Pune, Maharashtra",1,North,Vitrified,No,No,0,None,None,11,1,0,0,0 to 1 Year Old,1,0,0,0,0,0,0,0,15000,0.0,6763.0
111,2,2,725.0,Semifurnished,All,"Godrej Infinity, Keshav Nagar, , Pune, Maharashtra",6,South,Vitrified,Yes,No,1,Yes,Yes,11,1,0,1,0 to 1 Year Old,0,0,0,1,0,0,Maintenance 1/ (/ month,17500,50000,1.0,16927.0
112,1,1,750.0,Semifurnished,Family Only,"Nalini Apartment Camp, Camp Pune, , Pune, Maharashtra",2,East,Ceramic,Yes,No,1,Yes,Yes,11,1,0,1,10+ Year Old,1,0,0,0,0,0,0,16000,50000,0.0,13677.0
